NGÀY,GIÁ MỞ CỬA,GIÁ CAO NHẤT,GIÁ THẤP NHẤT,GIÁ ĐÓNG CỬA,THAY ĐỔI GIÁ,% THAY ĐỔI,KHỐI LƯỢNG
19/04/2022,66576.98825,67095.0971,65627.12201,65627.12201,,,1940200
18/04/2022,66058.87939,67267.80006,65972.52791,66490.63677,,,2590300
15/04/2022,66058.87939,67008.74563,65627.12201,66058.87939,,,1362400
14/04/2022,66922.39415,67354.15153,65886.17644,65886.17644,,,1810200
13/04/2022,66317.93382,67785.90891,66231.58234,66663.33972,,,2118800
12/4/2022,66749.6912,67181.44858,66058.87939,66317.93382,,,1776300
8/4/2022,67785.90891,68304.01777,66749.6912,66749.6912,,,2738300
7/4/2022,68994.82958,69081.18106,67785.90891,67785.90891,,,1760300
6/4/2022,69081.18106,70117.39878,68304.01777,68476.72072,,,4306700
5/4/2022,70635.50763,70635.50763,69426.58696,69426.58696,,,2202100
4/4/2022,70808.21059,71239.96797,70376.4532,70980.91354,,,3808700
1/4/2022,69944.69582,71412.67092,69340.23549,70549.15616,,,6112000
31/03/2022,65799.82496,69944.69582,65627.12201,69858.34435,,,9645800
30/03/2022,65195.36462,66145.23086,64849.95872,65799.82496,,,3506500
29/03/2022,63468.3351,65195.36462,63468.3351,65195.36462,,,2784940
28/03/2022,65022.66167,65281.7161,63381.98362,63381.98362,,,4038700
25/03/2022,65281.7161,65454.41905,64849.95872,64936.3102,,,3376500
24/03/2022,65627.12201,65713.47348,64936.3102,65281.7161,,,3409808
23/03/2022,66317.93382,66490.63677,65540.77053,65713.47348,,,3226000
22/03/2022,67267.80006,67267.80006,66317.93382,66404.28529,,,2500200
21/03/2022,65627.12201,67267.80006,65627.12201,67008.74563,,,2384100
18/03/2022,66145.23086,66490.63677,65627.12201,65627.12201,,,4759000
17/03/2022,67008.74563,67181.44858,65972.52791,65972.52791,,,1777400
16/03/2022,66663.33972,67354.15153,66490.63677,66749.6912,,,2450400
15/03/2022,66490.63677,66922.39415,65886.17644,66663.33972,,,2279100
14/03/2022,67354.15153,67354.15153,66404.28529,66663.33972,,,2182310
11/3/2022,66663.33972,67785.90891,66576.98825,67354.15153,,,2322900
10/3/2022,65627.12201,67267.80006,65627.12201,66576.98825,,,2971800
9/3/2022,65627.12201,66317.93382,64763.60724,64849.95872,,,3192780
8/3/2022,65886.17644,66058.87939,65627.12201,65713.47348,,,2383000
7/3/2022,67267.80006,67267.80006,66231.58234,66317.93382,,,4199800
4/3/2022,67699.55744,67699.55744,67181.44858,67267.80006,,,3120400
3/3/2022,67958.61187,68217.6663,67526.85449,67699.55744,,,1933200
2/3/2022,68390.36925,68390.36925,67354.15153,67785.90891,,,2392300
1/3/2022,67699.55744,68563.0722,67526.85449,68390.36925,,,1412500
28/02/2022,68131.31482,68217.6663,67181.44858,67699.55744,,,2280500
25/02/2022,68217.6663,68649.42368,68131.31482,68131.31482,,,1347700
24/02/2022,69081.18106,69081.18106,67785.90891,67872.26039,,,2723500
23/02/2022,69081.18106,69512.93844,68908.47811,69081.18106,,,2200300
22/02/2022,69858.34435,69944.69582,68822.12663,69081.18106,,,3204500
21/02/2022,69858.34435,70462.80468,69858.34435,69944.69582,,,1280600
18/02/2022,69167.53254,69771.99287,69167.53254,69599.28992,,,1808100
17/02/2022,69512.93844,70117.39878,69426.58696,69771.99287,,,2087700
16/02/2022,70117.39878,70203.75025,69340.23549,69426.58696,,,2825100
15/02/2022,70031.0473,70376.4532,69944.69582,70117.39878,,,1465300
14/02/2022,70376.4532,70808.21059,69944.69582,70031.0473,,,3031800
11/2/2022,71239.96797,71326.31944,70721.85911,70808.21059,,,2222698
10/2/2022,71499.0224,71930.77978,71067.26501,71412.67092,,,1612500
9/2/2022,70808.21059,72276.18568,70808.21059,71499.0224,,,1919300
8/2/2022,72017.13125,72103.48273,70808.21059,70808.21059,,,3640900
7/2/2022,71844.4283,72535.24011,71585.37387,72103.48273,,,1703100
28/01/2022,71671.72535,72707.94306,71499.0224,71758.07683,,,2971300
27/01/2022,69167.53254,72017.13125,69167.53254,71758.07683,,,2039000
26/01/2022,68476.72072,69512.93844,68476.72072,68822.12663,,,1452100
25/01/2022,69512.93844,69944.69582,68304.01777,68390.36925,,,3922100
24/01/2022,71326.31944,71412.67092,69944.69582,69944.69582,,,2442120
21/01/2022,71671.72535,71930.77978,71239.96797,71326.31944,,,1796400
20/01/2022,71671.72535,71930.77978,71585.37387,71671.72535,,,1488400
19/01/2022,71585.37387,72103.48273,71412.67092,72017.13125,,,2064900
18/01/2022,71585.37387,72103.48273,71326.31944,72017.13125,,,2100400
17/01/2022,73398.75488,73398.75488,71585.37387,71585.37387,,,2100400
14/01/2022,71758.07683,73485.10635,71412.67092,73139.70045,,,2760800
13/01/2022,72017.13125,72276.18568,71585.37387,71758.07683,,,2109000
12/1/2022,72362.53716,72362.53716,71412.67092,71758.07683,,,2322300
11/1/2022,72189.83421,72535.24011,72103.48273,72276.18568,,,1972400
10/1/2022,73226.05192,73398.75488,72103.48273,72276.18568,,,2246400
7/1/2022,72447.46972,72702.26738,72192.67205,72362.53716,,,2593984
6/1/2022,73126.93016,73126.93016,72447.46972,72532.40227,,,2991600
5/1/2022,73721.45805,73891.32316,73041.9976,73211.86271,,,3272000
4/1/2022,74061.18827,74231.05338,73636.52549,73636.52549,,,1994600
31/12/2021,72617.33483,74315.98593,72447.46972,73381.72782,,,2468500
30/12/2021,72447.46972,72702.26738,72277.60461,72447.46972,,,1040500
29/12/2021,72617.33483,72702.26738,72277.60461,72362.53716,,,965400
28/12/2021,73211.86271,73211.86271,72362.53716,72617.33483,,,1937800
27/12/2021,73041.9976,73381.72782,72787.19994,73126.93016,,,1285700
24/12/2021,71937.87438,73041.9976,71937.87438,73041.9976,,,1428400
23/12/2021,72532.40227,72532.40227,71768.00927,71937.87438,,,2618900
22/12/2021,72787.19994,73211.86271,72447.46972,72532.40227,,,1991800
21/12/2021,72872.13249,73041.9976,72617.33483,72617.33483,,,1831900
20/12/2021,73041.9976,73296.79527,72702.26738,72787.19994,,,2194400
17/12/2021,73551.59294,73636.52549,72787.19994,72787.19994,,,2949600
16/12/2021,73296.79527,73551.59294,73041.9976,73551.59294,,,1610300
15/12/2021,73381.72782,73636.52549,73296.79527,73296.79527,,,1602500
14/12/2021,73381.72782,73806.3906,73211.86271,73296.79527,,,2175600
13/12/2021,73296.79527,73721.45805,73041.9976,73381.72782,,,1832316
10/12/2021,73466.66038,73891.32316,72872.13249,73296.79527,,,1730000
9/12/2021,72957.06505,73976.25571,72787.19994,73891.32316,,,2126800
8/12/2021,73296.79527,73466.66038,72787.19994,73041.9976,,,2106023
7/12/2021,72872.13249,73466.66038,72532.40227,73466.66038,,,1932000
6/12/2021,73041.9976,73551.59294,72447.46972,72447.46972,,,3168200
3/12/2021,74400.91849,74740.64871,72872.13249,72872.13249,,,3584600
2/12/2021,74315.98593,74740.64871,74231.05338,74231.05338,,,1820400
1/12/2021,74740.64871,75250.24404,74231.05338,74315.98593,,,2786600
30/11/2021,74400.91849,75420.10915,74400.91849,74400.91849,,,3443400
29/11/2021,74570.7836,74655.71616,74061.18827,74315.98593,,,2855900
26/11/2021,74400.91849,75420.10915,74315.98593,74995.44638,,,3015700
25/11/2021,74315.98593,74910.51382,74061.18827,74315.98593,,,2345400
24/11/2021,73466.66038,74315.98593,73466.66038,74315.98593,,,2124500
23/11/2021,73466.66038,73636.52549,73041.9976,73296.79527,,,2439371
22/11/2021,73041.9976,73466.66038,72957.06505,73211.86271,,,3495500
19/11/2021,74740.64871,75080.37893,73041.9976,73126.93016,,,5151200
18/11/2021,75420.10915,75420.10915,74740.64871,74740.64871,,,3900000
17/11/2021,75250.24404,76099.5696,75250.24404,75420.10915,,,3074400
16/11/2021,75589.97426,75844.77193,75165.31149,75250.24404,,,3251700
15/11/2021,76014.63704,76099.5696,75589.97426,75589.97426,,,3268000
12/11/2021,76439.29982,76524.23237,75674.90682,75844.77193,,,2119600
11/11/2021,76269.43471,76779.03004,75844.77193,76099.5696,,,3460600
10/11/2021,76439.29982,76524.23237,75844.77193,76184.50215,,,2666100
9/11/2021,77288.62537,77373.55793,76184.50215,76269.43471,,,3744600
8/11/2021,76184.50215,77373.55793,76099.5696,77118.76026,,,6365200
5/11/2021,75250.24404,75929.70449,75165.31149,75759.83937,,,3448400
4/11/2021,75080.37893,75335.1766,74825.58127,75080.37893,,,2513000
3/11/2021,75674.90682,76014.63704,74910.51382,74910.51382,,,6312000
2/11/2021,76439.29982,76439.29982,75589.97426,75759.83937,,,4888900
1/11/2021,77118.76026,77543.42304,76269.43471,76439.29982,,,5083800
29/10/2021,76948.89515,77288.62537,76694.09748,77033.8277,,,4603700
28/10/2021,76863.96259,77713.28815,76863.96259,76948.89515,,,4966000
27/10/2021,76439.29982,76948.89515,76184.50215,76779.03004,,,3726500
26/10/2021,76439.29982,76609.16493,75929.70449,76099.5696,,,1641200
25/10/2021,76863.96259,76948.89515,76354.36726,76524.23237,,,3874500
22/10/2021,76014.63704,76863.96259,75759.83937,76863.96259,,,4510000
21/10/2021,76439.29982,76524.23237,75674.90682,75674.90682,,,4036500
20/10/2021,76779.03004,76948.89515,75589.97426,76439.29982,,,5975224
19/10/2021,76269.43471,76863.96259,76269.43471,76694.09748,,,7011854
18/10/2021,76439.29982,76524.23237,75759.83937,76269.43471,,,3173092
15/10/2021,76439.29982,77033.8277,76099.5696,76439.29982,,,3828200
14/10/2021,76609.16493,76863.96259,76099.5696,76439.29982,,,2351000
13/10/2021,77288.62537,77543.42304,76439.29982,76524.23237,,,3859700
12/10/2021,76779.03004,77543.42304,76524.23237,76779.03004,,,3784200
11/10/2021,76439.29982,76779.03004,76014.63704,76439.29982,,,2629400
8/10/2021,75505.04171,76439.29982,75335.1766,76099.5696,,,2641000
7/10/2021,75844.77193,75929.70449,75420.10915,75420.10915,,,3126400
6/10/2021,76099.5696,76524.23237,75759.83937,75844.77193,,,2808500
5/10/2021,76694.09748,76694.09748,76099.5696,76099.5696,,,2268000
4/10/2021,76863.96259,77373.55793,76524.23237,76609.16493,,,3060200
1/10/2021,75844.77193,76779.03004,75674.90682,76269.43471,,,5855255
30/09/2021,76354.36726,77033.8277,76099.5696,76099.5696,,,4183200
29/09/2021,75844.77193,76524.23237,75335.1766,76099.5696,,,2763400
28/09/2021,75420.10915,76354.36726,74740.64871,75844.77193,,,3839280
27/09/2021,76948.89515,77628.35559,75420.10915,75420.10915,,,5053900
24/09/2021,77288.62537,77628.35559,76863.96259,77033.8277,,,2990000
23/09/2021,77713.28815,78477.68115,76779.03004,77118.76026,,,5097500
22/09/2021,75165.31149,77883.15326,75165.31149,77713.28815,,,10310100
21/09/2021,74740.64871,75505.04171,74485.85104,75420.10915,,,3096300
20/09/2021,74400.91849,75674.90682,74146.12082,75335.1766,,,5787700
17/09/2021,73381.72782,75080.37893,73296.79527,73466.66038,,,5292600
16/09/2021,73466.66038,73466.66038,72957.06505,73381.72782,,,3968400
15/09/2021,73721.45805,73721.45805,73126.93016,73126.93016,,,3424700
14/09/2021,74061.18827,74146.12082,73551.59294,73891.32316,,,3007900
13/09/2021,73466.66038,74231.05338,73296.79527,74061.18827,,,2956200
10/9/2021,72362.53716,73891.32316,72192.67205,73466.66038,,,6288900
9/9/2021,72532.40227,72617.33483,72192.67205,72362.53716,,,2452400
8/9/2021,73296.79527,73296.79527,72447.46972,72532.40227,,,4068200
7/9/2021,74570.7836,74570.7836,73296.79527,73296.79527,,,2808200
6/9/2021,73721.45805,74138.90685,73637.96829,73721.45805,,,3512200
1/9/2021,72970.05021,74138.90685,72803.07069,73554.47853,,,3530100
31/08/2021,73053.53997,73137.02973,72719.58093,72970.05021,,,3857200
30/08/2021,72719.58093,73137.02973,72636.09117,72970.05021,,,4680364
27/08/2021,72970.05021,73053.53997,72385.62189,72636.09117,,,4096900
26/08/2021,72552.60141,73220.51949,72385.62189,72636.09117,,,1976000
25/08/2021,72135.15261,72719.58093,71801.19357,72552.60141,,,1982500
24/08/2021,71884.68333,72636.09117,71550.72429,72051.66285,,,4125700
23/08/2021,73220.51949,73304.00925,71801.19357,71801.19357,,,4416500
20/08/2021,75391.25324,75391.25324,72636.09117,73304.00925,,,4326800
19/08/2021,75558.23276,75558.23276,74973.80444,75391.25324,,,3256300
18/08/2021,74723.33517,75892.1918,74639.84541,75140.78396,,,4710100
17/08/2021,74806.82493,75224.27372,74389.37613,74556.35565,,,2612200
16/08/2021,75057.2942,75641.72252,74305.88637,74723.33517,,,3380800
13/08/2021,75474.743,75558.23276,74472.86589,75057.2942,,,4105500
12/8/2021,75808.70204,76393.13036,75391.25324,75558.23276,,,4581540
11/8/2021,75057.2942,76309.6406,74973.80444,75892.1918,,,5440400
10/8/2021,73470.98877,75140.78396,73470.98877,74639.84541,,,6223200
9/8/2021,72803.07069,73387.49901,72636.09117,73220.51949,,,3850700
6/8/2021,72552.60141,73804.94781,72302.13213,72803.07069,,,4260600
5/8/2021,72552.60141,72719.58093,72302.13213,72302.13213,,,3896800
4/8/2021,73053.53997,73053.53997,72636.09117,72719.58093,,,3086500
3/8/2021,72302.13213,73053.53997,72302.13213,72719.58093,,,3014600
2/8/2021,71968.17309,72552.60141,71801.19357,72218.64237,,,2794300
30/07/2021,72469.11165,72803.07069,71717.70381,71884.68333,,,4405200
29/07/2021,72636.09117,73220.51949,71801.19357,72469.11165,,,2648300
28/07/2021,72719.58093,72970.05021,72302.13213,72552.60141,,,1775500
27/07/2021,74222.39661,74723.33517,73053.53997,73053.53997,,,2388200
26/07/2021,73470.98877,74472.86589,73387.49901,74222.39661,,,2791500
23/07/2021,72469.11165,74973.80444,71884.68333,73137.02973,,,4558600
22/07/2021,71383.74477,72719.58093,71216.76525,72469.11165,,,2152400
21/07/2021,71300.25501,71717.70381,71133.27549,71216.76525,,,1996200
20/07/2021,70966.29597,71801.19357,70381.86765,71717.70381,,,3352000
19/07/2021,70465.35741,70966.29597,70131.39837,70966.29597,,,4111700
16/07/2021,71383.74477,71968.17309,71216.76525,71717.70381,,,1449600
15/07/2021,70966.29597,72051.66285,70548.84717,71133.27549,,,3394100
14/07/2021,70966.29597,71550.72429,70381.86765,70966.29597,,,4410200
13/07/2021,71884.68333,72218.64237,70298.37789,70381.86765,,,2883300
12/7/2021,73053.53997,73470.98877,70381.86765,72051.66285,,,4833100
9/7/2021,73721.45805,73804.94781,72552.60141,72636.09117,,,3224100
8/7/2021,73637.96829,74639.84541,73470.98877,73804.94781,,,1908900
7/7/2021,72636.09117,74973.80444,72302.13213,74973.80444,,,4738700
6/7/2021,74639.84541,74973.80444,72636.09117,72636.09117,,,4816900
5/7/2021,75224.27372,75474.743,73971.92733,74472.86589,,,2988000
2/7/2021,75975.68156,75975.68156,75224.27372,75224.27372,,,2750900
1/7/2021,75641.72252,76226.15084,75474.743,75892.1918,,,3841500
30/06/2021,75975.68156,76059.17132,75307.76348,75474.743,,,2465780
29/06/2021,74973.80444,76560.10988,74305.88637,75975.68156,,,4368100
28/06/2021,75140.78396,75307.76348,74305.88637,74472.86589,,,1937900
25/06/2021,74055.41709,75057.2942,74055.41709,74890.31469,,,2136300
24/06/2021,75057.2942,75307.76348,73721.45805,74055.41709,,,4245024
23/06/2021,75641.72252,75808.70204,74890.31469,75140.78396,,,3480300
22/06/2021,75975.68156,76393.13036,75641.72252,75641.72252,,,2998300
21/06/2021,76810.57916,76894.06892,75641.72252,75641.72252,,,4313600
18/06/2021,76309.6406,77395.00748,76309.6406,76894.06892,,,5024894
17/06/2021,75975.68156,76977.55868,75808.70204,75975.68156,,,4261700
16/06/2021,77395.00748,77645.47676,76226.15084,76643.59964,,,3541200
15/06/2021,77311.51772,77812.45628,76894.06892,77561.987,,,4711500
14/06/2021,77228.02796,78062.92556,76393.13036,77228.02796,,,5084100
11/6/2021,76977.55868,77228.02796,76142.66108,76810.57916,,,2992800
10/6/2021,74639.84541,78146.41532,73971.92733,76977.55868,,,6119300
9/6/2021,74973.80444,75224.27372,74138.90685,74389.37613,,,4200600
8/6/2021,74723.33517,76226.15084,74639.84541,74890.31469,,,5836400
7/6/2021,74723.33517,74806.82493,73470.98877,74639.84541,,,3736600
4/6/2021,74464.65684,75041.90224,73475.09329,73804.94781,,,4704600
3/6/2021,74217.26595,74876.97498,74052.33869,74382.19321,,,3629000
2/6/2021,73887.41144,73887.41144,73392.62966,73722.48418,,,3672400
1/6/2021,74629.58409,74794.51135,74134.80232,74134.80232,,,2339900
31/05/2021,75701.61127,75866.53853,74382.19321,74629.58409,,,3355991
28/05/2021,75041.90224,75619.14764,74547.12047,75124.36587,,,3122200
27/05/2021,75371.75675,75536.68401,74217.26595,74629.58409,,,3492100
26/05/2021,74217.26595,75784.0749,73640.02055,75041.90224,,,3933300
25/05/2021,75206.8295,75206.8295,74217.26595,74629.58409,,,2993000
24/05/2021,74217.26595,75784.0749,73804.94781,75206.8295,,,4349800
21/05/2021,72485.52975,74876.97498,71825.82071,73557.55692,,,5267800
20/05/2021,72485.52975,72650.457,71743.35709,72567.99337,,,2844700
19/05/2021,72403.06612,73392.62966,71825.82071,72155.67523,,,4026307
18/05/2021,72155.67523,72567.99337,71578.42983,71743.35709,,,2970100
17/05/2021,73804.94781,74217.26595,71908.28434,71908.28434,,,5001300
14/05/2021,75124.36587,75206.8295,73804.94781,73804.94781,,,4650800
13/05/2021,75041.90224,75619.14764,74629.58409,74629.58409,,,3118400
12/5/2021,74299.72958,76031.46579,74217.26595,75701.61127,,,3199300
11/5/2021,77103.49296,77928.12925,75206.8295,75206.8295,,,4282000
10/5/2021,71743.35709,76691.17482,71001.18443,76691.17482,,,8426900
7/5/2021,73392.62966,73557.55692,71578.42983,71743.35709,,,7343000
6/5/2021,75866.53853,75866.53853,73887.41144,73887.41144,,,7844900
5/5/2021,75536.68401,76691.17482,75536.68401,75866.53853,,,4562900
4/5/2021,76691.17482,76691.17482,75454.22038,75536.68401,,,4182856
29/04/2021,77268.42022,77680.73836,75454.22038,77103.49296,,,6799700
28/04/2021,78917.69279,79000.15642,77103.49296,77268.42022,,,6099900
27/04/2021,79165.08368,79577.40182,78340.44739,78917.69279,,,5620300
26/04/2021,79989.71997,81638.99255,79165.08368,79165.08368,,,6277314
23/04/2021,80814.35626,82381.16521,79824.79271,82051.31069,,,4018900
22/04/2021,81886.38343,82051.31069,79989.71997,80814.35626,,,3567300
20/04/2021,79989.71997,83288.26512,79907.25634,81886.38343,,,7007238
19/04/2021,79907.25634,80402.03811,78422.91102,79247.54731,,,6512860
16/04/2021,81309.13803,81391.60166,79494.9382,79907.25634,,,4986400
15/04/2021,82133.77432,82875.94698,81556.52892,81721.45617,,,4099500
14/04/2021,82463.62883,82463.62883,81556.52892,81886.38343,,,4017400
13/04/2021,83123.33786,83865.51052,82216.23795,82463.62883,,,4546300
12/4/2021,82463.62883,82711.01972,82051.31069,82463.62883,,,3882400
9/4/2021,82381.16521,82463.62883,81803.9198,82298.70158,,,2736700
8/4/2021,82793.48335,82875.94698,81968.84706,82381.16521,,,3806200
7/4/2021,83288.26512,83288.26512,82463.62883,82546.09246,,,3644300
6/4/2021,84607.68318,84690.14681,83123.33786,83700.58327,,,3535900
5/4/2021,86174.49213,86174.49213,84277.82867,84607.68318,,,2822700
2/4/2021,84525.21955,85762.17399,84195.36504,84690.14681,,,3840000
1/4/2021,81226.6744,83288.26512,80814.35626,83288.26512,,,6239900
31/03/2021,81721.45617,81721.45617,80814.35626,81144.21077,,,2870400
30/03/2021,82133.77432,82546.09246,81309.13803,81803.9198,,,4425400
29/03/2021,80896.81989,82381.16521,80649.429,81638.99255,,,2995300
26/03/2021,80814.35626,81226.6744,79659.86545,80319.57448,,,3920000
25/03/2021,81638.99255,82216.23795,81061.74714,81226.6744,,,3256800
24/03/2021,82133.77432,82463.62883,81226.6744,81391.60166,,,3285809
23/03/2021,82958.41061,83040.87424,82216.23795,82628.55609,,,4554300
22/03/2021,83865.51052,83947.97415,82958.41061,83123.33786,,,3516331
19/03/2021,84277.82867,84277.82867,83618.11964,83865.51052,,,3884100
18/03/2021,83288.26512,84525.21955,83288.26512,84525.21955,,,2608900
17/03/2021,83288.26512,83288.26512,82546.09246,82875.94698,,,3568400
16/03/2021,84277.82867,84360.2923,82546.09246,83288.26512,,,4314700
15/03/2021,84772.61044,84937.5377,84195.36504,84277.82867,,,2513500
